Web.ID,Region.of.Incident,Reported.Date,Reported.Year,Reported.Month,Number.Dead,Minimum.Estimated.Number.of.Missing,Total.Dead.and.Missing,Number.of.Survivors,Number.of.Females,Number.of.Males,Number.of.Children,Cause.of.Death,Land.or.Sea,Location.Description,Information.Source,Location.Coordinates,Migration.Route,URL,UNSD.Geographical.Grouping,Source.Quality,Cause.of.Death.Brief,Year.Month,Month.Year
44400,Mediterranean,2018-02-08,2018,Feb,1,0,1,,,,,Drowning,sea,"Off Kaf Lasfer beach, between Sidi Lakhdar and Hadjadj, 36 km east of Mostaganem, Algeria","El Watan, Réflexion","36.185775189622, 0.259513731250",Western Mediterranean,"http://bit.ly/2G70iP1, http://bit.ly/2EltXro",Uncategorized,3,Drowning,2018-02,02/18
44407,Mediterranean,2018-02-10,2018,Feb,1,0,1,,,1,,Drowning,sea,"Zeralda beach, near Algiers, Algeria","IOM Algeria, Alg24","36.729843473764, 2.792090733594",Western Mediterranean,http://bit.ly/2svyDFp,Uncategorized,1,Drowning,2018-02,02/18
44404,Mediterranean,2018-02-11,2018,Feb,1,0,1,,,,,Drowning,sea,"Off Bahara beach, Ouled Boughalem, 90km east of Mostaganem, Algeria","El Watan, Algérie Presse Service","36.424291687372, 0.620750723437",Western Mediterranean,"http://bit.ly/2Hba3gr, http://bit.ly/2BsbMgO",Uncategorized,3,Drowning,2018-02,02/18
44409,Mediterranean,2018-02-12,2018,Feb,1,0,1,,,1,,Drowning,sea,"Near Port of Cabopino, Málaga, Spain","Málaga Hoy, La Vanguardia, Onda Local","36.480420966708, -4.740933306885",Western Mediterranean,"http://bit.ly/2GfDtJa, http://bit.ly/2EKeArR, http://bit.ly/2BwXeNl",Uncategorized,3,Drowning,2018-02,02/18
44412,Mediterranean,2018-02-13,2018,Feb,1,0,1,,,1,,Drowning,sea,"Sidi Mejdoub beach, west of Mostaganem, Algeria","IOM Algeria, Alg24","35.971216093787, 0.070161184473",Western Mediterranean,http://bit.ly/2HdAYbv,Uncategorized,1,Drowning,2018-02,02/18
44643,Mediterranean,2018-03-03,2018,Mar,3,0,3,2,2,1,,Drowning,sea,"Off the coast of Benzú, Ceuta, Spain","UNHCR Spain, Caminando Fronteras, El Periódico, La Vanguardia","35.915401186367, -5.380983631274",Western Mediterranean,"http://bit.ly/2I3EV2N, http://bit.ly/2FTSNw1, http://bit.ly/2Fj7do8",Uncategorized,4,Drowning,2018-03,03/18
44672,Mediterranean,2018-03-08,2018,Mar,1,0,1,,,1,,Drowning,sea,"Body recovered on a beach in Rota, Cádiz, Spain","Guardia Civil, Europa Press","36.626580524694, -6.383661708643",Western Mediterranean,http://bit.ly/2DMnWPj,Uncategorized,5,Drowning,2018-03,03/18
44671,Mediterranean,2018-03-18,2018,Mar,1,0,1,,,1,,Drowning,sea,"Body recovered on a beach in Rota, Cádiz, Spain","Guardia Civil, Europa Press","36.619003063120, -6.364435634424",Western Mediterranean,http://bit.ly/2FS0mql,Uncategorized,5,Drowning,2018-03,03/18
44693,Mediterranean,2018-04-01,2018,Apr,7,4,11,1,,1,,Drowning,sea,"Unspecified location in the Gibraltar Strait, between Morocco and Spain","IOM Spain, Salvamento Marítimo, El Mundo","35.977554386570, -5.768318886719",Western Mediterranean,"https://bit.ly/2EddpwF, https://bit.ly/2GS3tye, https://bit.ly/2uMxECe, https://bit.ly/2GzE74U, https://bit.ly/2GMdoCb, https://bit.ly/2Kf0Kxq, https://bit.ly/2Fid6kT",Uncategorized,5,Drowning,2018-04,04/18
44711,Mediterranean,2018-04-06,2018,Apr,1,0,1,,1,,,Drowning,sea,"Playa de Jabonera, Tarifa, Cádiz, Spain","Diario de Cádiz, Europapress, EFE","36.007378006886, -5.595094154956",Western Mediterranean,"https://bit.ly/2GJVwf0, https://bit.ly/2H6xxGf, https://bit.ly/2qh0shj",Uncategorized,3,Drowning,2018-04,04/18
44773,Mediterranean,2018-04-25,2018,Apr,5,12,17,17,,,,Drowning,sea,"15 miles southeast of Alboran Island, Almería, Spain","Caminando Fronteras, Salvamento Marítimo, Spanish Red Cross via Europa Press","35.719565805417, -3.226601551172",Western Mediterranean,"https://bit.ly/2qZJTXw, https://bit.ly/2Hu4Ks9, https://bit.ly/2HtxjGk, https://bit.ly/2Jpyasg",Uncategorized,5,Drowning,2018-04,04/18
44775,Mediterranean,2018-04-29,2018,Apr,17,2,19,19,,,,Drowning,sea,"Unspecified location off the coast of Cap Falcon, Aïn El Turck, west of Oran, Algeria. Several bodies washed up in following days.","ObservAlgérie, Caminando Fronteras, EFE, Réflexion","35.822895058362, -0.796902517969",Western Mediterranean,"https://bit.ly/2Fsq13X, https://bit.ly/2rdyW4a, https://bit.ly/2rjAGcP, https://bit.ly/2rjAGcP, https://bit.ly/2FIbQYn, https://bit.ly/2FIbQYn",Uncategorized,3,Drowning,2018-04,04/18
44832,Mediterranean,2018-05-29,2018,May,1,1,2,3,,,,Drowning,sea,"Gibraltar Strait, 24 nautical miles south-west of Tarifa, Spain","Salvamento Marítimo, Caminando Fronteras","35.974321453972, -5.631915520313",Western Mediterranean,"https://bit.ly/2sgJvVk, https://bit.ly/2GWxKrD",Uncategorized,5,Drowning,2018-05,05/18
44836,Mediterranean,2018-06-02,2018,Jun,2,0,2,,1,1,,Drowning,sea,"Bodies recovered on beach in Tangiers, Morocco",Asociación Pro Derechos Humanos de Andalucía,"35.795396210661, -5.834297622754",Western Mediterranean,"https://bit.ly/2kKFUKT, https://bit.ly/2HjpRwy",Uncategorized,3,Drowning,2018-06,06/18
44871,Mediterranean,2018-06-10,2018,Jun,4,0,4,49,,4,,Drowning,sea,"Off the coast of Melilla, Spain","Salvamento Marítimo, Caminando Fronteras, El Faro de Melilla","35.507204211799, -2.740343393750",Western Mediterranean,"https://bit.ly/2JxwXiJ, https://bit.ly/2l28ckn, https://bit.ly/2xZhc2O, https://bit.ly/2leXmrh",Uncategorized,5,Drowning,2018-06,06/18
51475,Mediterranean,2018-07-12,2018,Jul,2,0,2,4,,,,Drowning,sea,Unspecified location in the Alboran Sea,UNHCR,"35.980213560755, -1.303581809134",Western Mediterranean,"",Uncategorized,4,Drowning,2018-07,07/18
45755,Mediterranean,2018-07-24,2018,Jul,0,10,10,32,,,,Drowning,sea,"Alboran Sea, off the coast of Al-Hoceima, Morocco","Caminando Fronteras, Asociación Pro Derechos Humanos de Andalucía","35.535640003676, -4.027877171094",Western Mediterranean,"https://bit.ly/2uLLphN, https://bit.ly/2LTO3sg, https://bit.ly/2Ok9VPw",Uncategorized,4,Drowning,2018-07,07/18
45817,Mediterranean,2018-07-30,2018,Jul,1,0,1,2,,1,,Drowning,sea,"Off the coast of Achakkar, Tangier, Morocco",Tanja7,"35.839071004483, -5.940122119141",Western Mediterranean,https://bit.ly/2v1HNZl,Uncategorized,1,Drowning,2018-07,07/18
45905,Mediterranean,2018-09-05,2018,Sep,5,0,5,53,1,4,,Drowning,sea,"62 miles south of Alboran Island, Alboran Sea, between Morocco and Spain","Salvamento Marítimo, Ideal, Caminando Fronteras","35.613574869223, -3.107125232813",Western Mediterranean,"https://bit.ly/2MVhjDX, https://bit.ly/2CrwRu0, https://www.facebook.com/helena.malenogarzon/posts/2081535261878780",Uncategorized,5,Drowning,2018-09,09/18
45956,Mediterranean,2018-10-01,2018,Oct,15,19,34,26,,,2,Drowning,sea,Unspecified location between Morocco and Spain,"Caminando Fronteras, Association Marocaine des Droits Humains - Section Nador","35.936532863732, -6.646877176971",Western Mediterranean,"https://bit.ly/2NVSyYx, https://bit.ly/2P3OJgx, https://bit.ly/2OsxMix, https://bit.ly/2zKrdQu, https://www.facebook.com/AmdhNador/posts/2194737700738493",Uncategorized,4,Drowning,2018-10,10/18
45976,Mediterranean,2018-10-11,2018,Oct,0,2,2,9,,,,Drowning,sea,"Off the coast of Tangiers, Morocco",Watch the Med - Alarmphone,"35.870826490690, -5.847687210156",Western Mediterranean,https://www.facebook.com/watchthemed.alarmphone/posts/2235028806771350,Uncategorized,4,Drowning,2018-10,10/18
45977,Mediterranean,2018-10-12,2018,Oct,3,17,20,35,,,,Drowning,sea,"Unspecified location in the Alboran Sea, between Morocco and Spain",Salvamento Marítimo,"36.125482848253, -3.063179920313",Western Mediterranean,"https://bit.ly/2EmIlA6, https://bit.ly/2RRb3fd",Uncategorized,5,Drowning,2018-10,10/18
46056,Mediterranean,2018-11-05,2018,Nov,23,0,23,22,,9,,Drowning,sea,"Off the coast of Caños de Meca, Cadiz, Spain","Salvamento Marítimo, El Diaro, El País","36.146208377123, -6.010210826953",Western Mediterranean,"https://twitter.com/salvamentogob/status/1059535208607870977, https://bit.ly/2D54HDQ, https://bit.ly/2zu1lXH, https://bit.ly/2Don8nV, https://bit.ly/2Pl7SyL, https://bit.ly/2DhGni5, https://bit.ly/2zUaNDP, https://bit.ly/2K9huqp, https://bit.ly/2Tm0kdk, https://bit.ly/2R2Fa2c",Uncategorized,5,Drowning,2018-11,11/18
46069,Mediterranean,2018-11-10,2018,Nov,1,0,1,,,1,,Drowning,sea,"Body found on San Amaro beach, Ceuta, Spain","ABC, Ceuta Actualidad","35.896543454211, -5.300197427261",Western Mediterranean,"https://bit.ly/2OGVNP8, https://bit.ly/2B0dVju",Uncategorized,3,Drowning,2018-11,11/18
48070,Mediterranean,2018-12-20,2018,Dec,12,12,24,31,2,10,,Drowning,sea,"Unspecified location in the Alboran Sea. Survivors and recovered bodies disembarked in Almeria, Spain","Red Cross Almeria, El Pais","36.385858171134, -2.625576919231",Western Mediterranean,"https://bit.ly/2GuYF2N, https://bit.ly/2T2IVW9",Uncategorized,4,Drowning,2018-12,12/18
48080,Mediterranean,2018-12-20,2018,Dec,8,12,20,9,3,1,2,Drowning,sea,"Off the coast of Ténès, wilaya of Chlef, Algeria","Réflexion, Alg24, Algérie360","36.656665744128, 1.229045427169",Western Mediterranean,"https://bit.ly/2C6f3Bq, https://bit.ly/2FcwunI, https://bit.ly/2CSA6sz, https://bit.ly/2SEu9oL",Uncategorized,3,Drowning,2018-12,12/18
49245,Mediterranean,2019-01-21,2019,Jan,1,0,1,2,,1,,Drowning,sea,"Body recovered six nautical miles off the port of Béni-Saf, Ain Témouchent, Algeria","Réflexion, El Faro de Ceuta, EFE","35.398647116844, -1.389655987849",Western Mediterranean,"https://bit.ly/2DDnNB1, https://bit.ly/2WpbwHG, https://bit.ly/2RpgTTG",Uncategorized,3,Drowning,2019-01,01/19
49246,Mediterranean,2019-01-24,2019,Jan,1,0,1,2,,1,,Drowning,sea,"Body recovered on Plage d'El Ain, near Sidi Ben Adda, Ain Témouchent, Algeria","Alg24, El Faro de Ceuta, EFE","35.384524413151, -1.278253990517",Western Mediterranean,"https://bit.ly/2CLYpqZ, https://bit.ly/2WpbwHG, https://bit.ly/2RpgTTG",Uncategorized,3,Drowning,2019-01,01/19
51583,Mediterranean,2019-02-28,2019,Feb,2,4,6,,1,1,,Drowning,sea,"Unspecified location off the coast of Tangiers, Morocco",Alarm Phone,"35.856284991833, -5.854248522049",Western Mediterranean,http://bit.ly/2CEUVaB,Uncategorized,5,Drowning,2019-02,02/19
51544,Mediterranean,2019-03-14,2019,Mar,1,44,45,22,3,,1,Drowning,sea,"Unspecified location in the Alboran Sea, off the coast of Nador, Morocco","Caminando Fronteras, Alarm Phone, AP, Association Marocaine des Droits Humains - Section Nador","35.298258842764, -2.688431354400",Western Mediterranean,"http://bit.ly/2O7CPT5, http://bit.ly/2TDZT1O, http://bit.ly/2TKkyAF, http://bit.ly/2CpGd70",Uncategorized,4,Drowning,2019-03,03/19
51677,Mediterranean,2019-04-22,2019,Apr,0,4,4,9,,,,Drowning,sea,"Unspecified location in the Gibraltar Strait, off the coast of Fnideq, Morocco",Caminando Fronteras,"35.856516686828, -5.294925267754",Western Mediterranean,"http://bit.ly/2Vcyu7V, http://bit.ly/2Y71E5r",Uncategorized,4,Drowning,2019-04,04/19
51679,Mediterranean,2019-05-01,2019,May,0,9,9,3,1,8,,Drowning,sea,"Unspecified location in the Gibraltar Strait, off the coast of Tangiers, Morocco",Alarm Phone,"35.865296909887, -5.827087844922",Western Mediterranean,"http://bit.ly/2PO6LEI, http://bit.ly/2WnVkpO",Uncategorized,4,Drowning,2019-05,05/19
51670,Mediterranean,2019-05-02,2019,May,0,4,4,8,,,,Drowning,sea,"Unspecified location in the Gibraltar Strait, off the coast of Morocco",Caminando Fronteras,"35.878756157909, -5.923018985249",Western Mediterranean,"http://bit.ly/2PLqSTL, http://bit.ly/2Y71E5r",Uncategorized,4,Drowning,2019-05,05/19
51671,Mediterranean,2019-05-02,2019,May,1,0,1,4,1,,,Drowning,sea,"Off the coast of Cap Espartel, Tangiers, Morocco (Gibraltar Strait)",Caminando Fronteras,"35.838369395033, -5.982963672224",Western Mediterranean,"http://bit.ly/2Vcyu7V, http://bit.ly/2Y71E5r",Uncategorized,4,Drowning,2019-05,05/19
51691,Mediterranean,2019-05-03,2019,May,1,0,1,,1,,,Drowning,sea,"Body found on beach in Azla, Tetouan, Morocco",El Faro de Ceuta,"35.551732300000, -5.242166900000",Western Mediterranean,https://bit.ly/2HgYzKw,Uncategorized,1,Drowning,2019-05,05/19
51681,Mediterranean,2019-05-08,2019,May,2,0,2,24,1,1,1,Drowning,sea,"Body of woman found on Playa de Castilnovo, Conil de la Frontera, Cádiz, Spain. Body of boy found between El Palmar and Mangueta beaches, Vejer, Spain","Caminando Fronteras, EFE, Andalucia Informacion, La Razon","36.264122400000, -6.087392200000",Western Mediterranean,"http://bit.ly/2H8SwaN, http://bit.ly/2H7TOmh, https://bit.ly/2E87sUF, https://bit.ly/2HhfZW6, https://bit.ly/2JhP3Jm",Uncategorized,4,Drowning,2019-05,05/19
51718,Mediterranean,2019-05-21,2019,May,0,1,1,8,,1,,Drowning,sea,"Off the coast of Tangiers, Morocco (Gibraltar Strait)",Alarm Phone,"35.893057403700, -5.885681622862",Western Mediterranean,"http://bit.ly/2woHpEB, http://bit.ly/2YVjk4G",Uncategorized,4,Drowning,2019-05,05/19
51710,Mediterranean,2019-05-22,2019,May,0,3,3,69,3,,,Drowning,sea,"Unspecified location off the coast of Larache, Morocco",Caminando Fronteras,"35.277774464764, -6.317684485937",Western Mediterranean,"http://bit.ly/2YH9lzx, http://bit.ly/2WWADBs",Uncategorized,4,Drowning,2019-05,05/19
51719,Mediterranean,2019-05-23,2019,May,1,0,1,,,,,Drowning,sea,"Body recovered on Malabata beach, near Tangiers, Morocco (Gibraltar Strait)","Tanja24, Bladi","35.781157024461, -5.770811858771",Western Mediterranean,"http://bit.ly/2W6vDhc, http://bit.ly/2JI91wW",Uncategorized,3,Drowning,2019-05,05/19
51767,Mediterranean,2019-06-06,2019,Jun,1,0,1,,,1,,Drowning,sea,"Body recovered 2 miles off the coast of Ouréah, west of Mostaganem, Algeria","Réflexion, Le Quotidian d'Oran, El Watan","35.885838717654, 0.008840051280",Western Mediterranean,"http://bit.ly/2MXSLKM, http://bit.ly/2ZFQ9ml, http://bit.ly/2WVUKUg",Uncategorized,3,Drowning,2019-06,06/19
51769,Mediterranean,2019-06-07,2019,Jun,3,0,3,,1,2,,Drowning,sea,"Bodies recovered near Mostaganem, Algeria","Réflexion, Le Quotidian d'Oran, El Watan, Liberté","36.049699220264, 0.071778692404",Western Mediterranean,"http://bit.ly/2MXSLKM, http://bit.ly/2ZFQ9ml, http://bit.ly/2WVUKUg, http://bit.ly/2Xw6xsg",Uncategorized,3,Drowning,2019-06,06/19
51780,Mediterranean,2019-06-09,2019,Jun,1,0,1,,,1,,Drowning,sea,"Body recovered on Kaf Lasfar beach, municipality of Achaâcha, Mostaganem, Algeria","Réflexion, Le Soir d'Algérie","36.307409824707, 0.578667130967",Western Mediterranean,"http://bit.ly/2MXSLKM, http://bit.ly/2X0ChX3",Uncategorized,3,Drowning,2019-06,06/19
51785,Mediterranean,2019-06-10,2019,Jun,1,0,1,7,,1,,Drowning,sea,"Fell overboard from boat in the Gibraltar Strait, between Tangiers and Tarifa, Spain",Alarm Phone,"35.898974661168, -5.768592626737",Western Mediterranean,http://bit.ly/2XqBVbw,Uncategorized,4,Drowning,2019-06,06/19
51788,Mediterranean,2019-06-19,2019,Jun,0,22,22,27,,,,Drowning,sea,"11 nautical miles north of Cape Tres Forcas, off the coast of Melilla, Spain (Alboran Sea)","Caminando Fronteras, AP","35.856487686736, -3.086911218126",Western Mediterranean,"http://bit.ly/2x5iPc0, http://bit.ly/2L2ARDW, http://bit.ly/2L2GySm, http://bit.ly/2WSbwPr, http://bit.ly/2KBmffB",Uncategorized,4,Drowning,2019-06,06/19
51869,Mediterranean,2019-07-16,2019,Jul,1,0,1,73,1,,,Drowning,sea,"Unspecified location in the Alboran Sea, between Morocco and Spain","Caminando Fronteras, Alarm Phone","36.196379448452, -2.452770359719",Western Mediterranean,"http://bit.ly/2XX5xt2, http://bit.ly/2YZCLJC",Uncategorized,4,Drowning,2019-07,07/19
51888,Mediterranean,2019-07-23,2019,Jul,1,0,1,,,1,,Drowning,sea,"Off the coast of El Tarajal, Ceuta, Spain","Europa Press, El Faro de Ceuta","35.872671290563, -5.340692227750",Western Mediterranean,"http://bit.ly/2YgZpMm, http://bit.ly/2K0bVef",Uncategorized,3,Drowning,2019-07,07/19
51890,Mediterranean,2019-07-24,2019,Jul,1,0,1,,,1,,Drowning,sea,"Off the coast of Al-Hoceima, Morocco (Alboran Sea)",Salua El Omari,"35.303407863438, -3.925795900205",Western Mediterranean,http://bit.ly/2SziE2K,Uncategorized,1,Drowning,2019-07,07/19
51934,Mediterranean,2019-08-02,2019,Aug,1,0,1,,,,,Drowning,sea,"Body recovered on Plage Bouyafar, near Nador, Morocco (Alboran sea)",Association Marocaine des Droits Humains - Section Nador,"35.244430799903, -3.171523489268",Western Mediterranean,http://bit.ly/2Kq2x3C,Uncategorized,4,Drowning,2019-08,08/19
51983,Mediterranean,2019-08-02,2019,Aug,1,0,1,,,1,,Drowning,sea,"Body recovered off Cala del Desnarigado, Ceuta, Spain","El Faro de Ceuta, Ceuta TV","35.892832797356, -5.281629242047",Western Mediterranean,"http://bit.ly/2lsbkJO, http://bit.ly/2kdVTVr",Uncategorized,3,Drowning,2019-08,08/19
51973,Mediterranean,2019-08-22,2019,Aug,1,3,4,7,,1,,Drowning,sea,"Off the coast of La Línea de la Concepción, Cádiz, Spain - the remains of one man recovered near Punta Europa, Gibraltar","Canal Sur, El Foro de Ceuta, La Voz del Sur, ABC","36.155426016789, -5.296389510909",Western Mediterranean,"http://bit.ly/2zsJ3q3, http://bit.ly/329pQpN, http://bit.ly/2Zyb3Hn, http://bit.ly/2Zy4GnF",Uncategorized,3,Drowning,2019-08,08/19
51993,Mediterranean,2019-09-03,2019,Sep,0,15,15,2,,,,Drowning,sea,"40 miles south-east of Cabo de Gata, Almería, Spain","Salvamento Marítimo via eldiario.es, La Voz de Almería, El Watan","36.592468317565, -1.720397814063",Western Mediterranean,"http://bit.ly/2lBlUhn, http://bit.ly/2jWcigQ, http://bit.ly/2m1iHYV, http://bit.ly/2kpb1iz",Uncategorized,3,Drowning,2019-09,09/19
52438,Mediterranean,2019-09-17,2019,Sep,3,5,8,8,,3,,Drowning,sea,"Five nautical miles north of Cap Falcon, Oran, Algeria","Ministry of Defence of Algeria, Association Marocaine des Droits Humains - Section Nador, El Watan","36.042293320857, -0.509071856820",Western Mediterranean,"http://bit.ly/2lYF554, http://bit.ly/2leSiXq, http://bit.ly/2pY2u8K",Uncategorized,5,Drowning,2019-09,09/19
52441,Mediterranean,2019-09-17,2019,Sep,1,0,1,,,1,,Drowning,sea,"Body recovered on Plage Bouyafar, near Nador, Morocco (Alboran sea)",Association Marocaine des Droits Humains - Section Nador,"35.247147751476, -3.164730754659",Western Mediterranean,http://bit.ly/2m4ywxN,Uncategorized,4,Drowning,2019-09,09/19
52445,Mediterranean,2019-09-18,2019,Sep,9,4,13,5,,9,,Drowning,sea,"Off the coast of Cap Djinet, 20 km east of Boumerdès","El Watan, La Dépêche de Kabylie, Caminando Fronteras","36.983728473300, 3.638158139063",Western Mediterranean,"http://bit.ly/2kUikyX, https://bit.ly/2l04Lhs, https://bit.ly/2kO2KFk",Uncategorized,4,Drowning,2019-09,09/19
52457,Mediterranean,2019-09-18,2019,Sep,1,0,1,1,,1,,Drowning,sea,"Off the coast of Melilla, Spain","Público, Uprising Today","35.320439624103, -2.948396982617",Western Mediterranean,"http://bit.ly/2lxUnOj, http://bit.ly/2nDE7fl",Uncategorized,3,Drowning,2019-09,09/19
52474,Mediterranean,2019-09-24,2019,Sep,0,1,1,6,,1,1,Drowning,sea,"20 miles off the coast of Cartagena, Murcia, Spain - boat departed from Mostaganem, Algeria","La Verdad, El Watan","37.253252681247, -0.705211109395",Western Mediterranean,"http://bit.ly/2OqaE3W, http://bit.ly/33PCxH7",Uncategorized,3,Drowning,2019-09,09/19
52456,Mediterranean,2019-09-25,2019,Sep,1,1,2,6,,,,Drowning,sea,"22 nautical miles north of Damous, wilaya of Tipaza, Algeria","TSA Algérie, Xinhua","36.735605101366, 1.667305168400",Western Mediterranean,"http://bit.ly/2mUNHtS, http://bit.ly/2lkK5kH",Uncategorized,3,Drowning,2019-09,09/19
52458,Mediterranean,2019-09-26,2019,Sep,0,7,7,3,,7,,Drowning,sea,"20 miles off the coast of Alicante, Spain",Diario Información,"38.245239670844, -0.299798048828",Western Mediterranean,http://bit.ly/2m2KvMZ,Uncategorized,3,Drowning,2019-09,09/19
52460,Mediterranean,2019-09-27,2019,Sep,1,0,1,5,,,,Drowning,sea,"37 nautical miles north of Ténès, wilaya of Chlef, Algeria",TSA Algérie,"36.574984368876, 1.298778125781",Western Mediterranean,http://bit.ly/2oCdyI3,Uncategorized,1,Drowning,2019-09,09/19
52461,Mediterranean,2019-09-28,2019,Sep,1,0,1,20,,1,1,Drowning,sea,"Off the coast of Krichtel, wilaya of Oran, Algeria","ObservAlgérie, ALG24","35.980436749635, -0.492110075391",Western Mediterranean,"http://bit.ly/2oxNHRq, http://bit.ly/2mmp9dy",Uncategorized,3,Drowning,2019-09,09/19
52462,Mediterranean,2019-09-28,2019,Sep,18,35,53,3,1,6,,Drowning,sea,"Off the coast of Mohammédia, Morocco","Caminando Fronteras, APDHA, Association Marocaine des Droits Humains - Section Nador","33.650995541550, -7.494747852482",Western Mediterranean,"http://bit.ly/2n7pdy1, http://bit.ly/2mhRwcH, http://bit.ly/2ovqsHF, http://bit.ly/2nRm8CL, http://bit.ly/2mYFYLY, http://bit.ly/2nDSSzq, http://bit.ly/2OqTFyl, http://bit.ly/31TNNlj, http://bit.ly/2LR6YXl",Uncategorized,4,Drowning,2019-09,09/19
52503,Mediterranean,2019-10-18,2019,Oct,1,0,1,,,1,,Drowning,sea,"Body recovered on Playa del Chorrillo, Ceuta, Spain","El Faro de Ceuta, Association Marocaine des Droits Humains - Section Nador","35.884048255609, -5.323206655007",Western Mediterranean,"http://bit.ly/2MwitUr, https://www.facebook.com/permalink.php?story_fbid=142240970496244&id=116047946448880",Uncategorized,4,Drowning,2019-10,10/19
52514,Mediterranean,2019-10-27,2019,Oct,1,0,1,,,1,,Drowning,sea,"Off the coast of Cartagena, Murcia, Spain","La Verdad, Las Provincias","37.413749276407, -0.933957414712",Western Mediterranean,"http://bit.ly/2WlQB8O, http://bit.ly/2Wmp3Qt",Uncategorized,3,Drowning,2019-10,10/19
